Ward_Assigned,price_num,walkScore,postalCode,Property_Type,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage
10,2900000.0,50.0,K1G 4Z5,Commercial,,,,,,,
10,2800000.0,37.0,K1V 8A8,Commercial,,,,,,,
10,1900000.0,27.0,K1V 9V9,Commercial,,,,,,,
16,16500000.0,24.0,K1V 1H7,Commercial,,,,,,,
5,9500000.0,21.0,K0A 1L0,Commercial,,,,,,,
20,2500000.0,12.0,K4P 1A1,Commercial,,,,,,,
5,350000.0,5.0,K0A 1L0,Commercial,,,,,,,
20,1518000.0,1.0,K0A 3H0,Commercial,,,,,,,
20,330000.0,1.0,K0A 3H0,Commercial,,,,,,,
20,3200000.0,1.0,K4B 1T8,Commercial,,,,,,,
21,1500000.0,,K0A 2E0,Lots/Acreage,,,,,,,
4,3000000.0,60.0,K2K 1X7,Lots/Acreage,,,,,,,
1,60000.0,10.0,K4A 0Z6,Lots/Acreage,,,,,,,
19,1200000.0,6.0,K4B 1J8,Lots/Acreage,,,,,,,
5,260000.0,5.0,K0A 1T0,Lots/Acreage,,,,,,,
20,675000.0,1.0,K0A 3H0,Lots/Acreage,,,,,,,
20,1600000.0,1.0,K0A 1K0,Lots/Acreage,,,,,,,
20,600000.0,1.0,K0C 2K0,Lots/Acreage,,,,,,,
20,788000.0,1.0,K4P 1M3,Lots/Acreage,,,,,,,
20,1100000.0,1.0,K1G 3N4,Lots/Acreage,,,,,,,
21,110000.0,1.0,K0A 1B0,Lots/Acreage,,,,,,,
5,300000.0,1.0,K0A 1T0,Lots/Acreage,,,,,,,
5,889900.0,1.0,K0A 3M0,Lots/Acreage,,,,,,,
5,280000.0,13.0,K0A 1T0,,,,,,,,
5,280000.0,13.0,K0A 1T0,,,,,,,,
20,896000.0,1.0,K0A 1V0,,,,,,,,
20,2150000.0,1.0,K4M 1B4,,,,,,,,
21,4255000.0,1.0,K0A 2Z0,,,,,,,,
5,810000.0,1.0,K0A 1L0,,,,,,,,
5,810000.0,1.0,K0A 1L0,,,,,,,,
12,1395000.0,78.0,,Multi-family,2020.0,,0.0,,,,
14,429900.0,87.0,,Single Family,2012.0,1.0,1.0,,,,
24,489900.0,57.0,,Single Family,2007.0,3.0,3.0,,,,
23,474900.0,49.0,,Single Family,1991.0,3.0,3.0,,,,
11,234900.0,57.0,,Single Family,1987.0,2.0,1.0,,,,
10,329900.0,37.0,,Single Family,1986.0,3.0,2.0,,,,
20,479900.0,6.0,,Single Family,1984.0,7.0,2.0,,,,
13,269900.0,73.0,,Single Family,1975.0,2.0,2.0,,,,
4,339000.0,35.0,,Single Family,1971.0,4.0,2.0,,,,
9,750000.0,33.0,,Single Family,1960.0,3.0,2.0,,,,
12,549900.0,92.0,,Single Family,1937.0,2.0,1.0,,,,
2,799000.0,14.0,,,,3.0,3.0,,,,
15,660000.0,75.0,,,,3.0,2.0,,,,
15,1350000.0,61.0,,,,3.0,4.0,,,,
23,599900.0,60.0,,,,4.0,3.0,,,,
3,706000.0,34.0,,,,4.0,4.0,,,,
16,424900.0,33.0,,,,3.0,2.0,,,,
13,2499000.0,30.0,,,,4.0,4.0,,,,
24,529000.0,28.0,,,,3.0,3.0,,,,
6,1199500.0,23.0,,,,5.0,4.0,,,,
6,1199500.0,23.0,,,,5.0,4.0,,,,
19,879900.0,8.0,,,,4.0,5.0,,,,
20,975000.0,1.0,,,,3.0,3.0,,,,
20,975000.0,1.0,,,,3.0,3.0,,,,
20,975000.0,1.0,,,,3.0,3.0,,,,
5,999900.0,1.0,,,,3.0,3.0,,,,
12,329000.0,97.0,,,,1.0,1.0,,,,
8,299900.0,44.0,,,,2.0,1.0,,,,
24,1200000.0,47.0,K2C1N3,Single Family,,5.0,5.0,,,,
8,725900.0,40.0,,,,4.0,2.0,,,,
14,449900.0,91.0,,,,1.0,1.0,,,,
14,449900.0,91.0,,,,1.0,1.0,,,,
12,299888.0,96.0,,,,0.0,1.0,,,,
12,699000.0,73.0,,Multi-family,,,0.0,,,,
14,2500000.0,89.0,,Retail,,,0.0,,,,
12,1950000.0,81.0,K1N1J2,Single Family,,2.0,3.0,,,,
13,823900.0,55.0,,Single Family,,3.0,4.0,,,,
24,1074900.0,35.0,K2C1P5,Single Family,,5.0,4.0,,,,
15,5000000.0,79.0,K1Y1N2,Vacant Land,,,,,,,
4,2950000.0,58.0,K2K1X7,Vacant Land,,,,,,,
4,499000.0,7.0,K2K3P4,Vacant Land,,,,,,,
20,9830500.0,2.0,K1G3N4,Vacant Land,,,,,,,
20,3200000.0,1.0,K4B1T8,Vacant Land,,,,,,,
20,600000.0,1.0,K0C2K0,Vacant Land,,,,,,,
5,99000.0,1.0,K0A3M0,Vacant Land,,,0.0,,,,
